filename,title,@creator,location,exact_spot,intimacy_level,date_stamp,daytime_icon,rawness_percent,BLIP_description,artistic_description,keywords,keyword_confidences,vibe,context
image57,Colorful Bird on Top,@citrine_glow,"Barcelona, Spain",riverbank,20,During the blackout,☀️,0.92,-,a colorful bird on top of a pedestal,pedestal; top; bird; penguin; perry; chick; chicken; birds; piece; duck,0.7232; 0.7015; 0.2593; 0.2562; 0.2476; 0.2473; 0.2451; 0.2451; 0.2429; 0.242,whimsical,-
image570,Variety of Kitchen Utensils,@imaginative_eye,"Tiberias, Israel",under the old oak tree,15,Winter of '98,☀️,-,-,a variety of kitchen utensils,utensils; kitchen; variety; housewares; foods; objects; recipes; cookbook; ingredients; items; dishes,0.7764; 0.7558; 0.7198; 0.2859; 0.2768; 0.2761; 0.2737; 0.2677; 0.2646; 0.2616; 0.2583,warm,-
image571,Squares and Rectangles,@soft_whisper,"Prague, Czech Republic",museum hallway,33,One rainy afternoon,🍷,1.0,-,squares and rectangles in different colors,rectangles; squares; colors; google; pixels; ghana; ibm; lithuania; pixel; mozilla; blocks,0.7525; 0.7295; 0.7261; 0.2708; 0.2501; 0.2446; 0.2437; 0.2422; 0.2411; 0.2387; 0.2378,mysterious,-
image572,Different Parts of Jackfruit,@deep_thoughts,"Hallstatt, Austria",bridge at dusk,31,31/12/07,☕,0.63,-,the different parts of a jackfruit,jackfruit; parts; aaa; patrol; fruit; fruits; fig; wall; peas; defend,0.7398; 0.7235; 0.2902; 0.2811; 0.2791; 0.2755; 0.2742; 0.2735; 0.2721; 0.2703,serene,-
image573,Woman and Dove with Star,@kunzite_dawn,"Chefchaouen, Morocco",seashore rocks,27,Early morning in August,-,0.96,-,a woman and a dove in a star,dove; starsmerchant; label; astrology; star; criterion; symbol; badge; stamp,0.7031; 0.2696; 0.2669; 0.2605; 0.2587; 0.258; 0.258; 0.2567; 0.2544,serene,-
image574,Blue and Pink Scarf,-,"Acre, Israel",desert roadside,18,New Year's Eve 2010,🌙,0.63,Inspired by a random playlist shuffle at midnight,a blue and pink scarf with two horses on it,blue; scarf; horses; quilt; bedding; bedrooms; laundry; blanket; textile; bedroom,0.7137; 0.7034; 0.7009; 0.2678; 0.2649; 0.2575; 0.2547; 0.253; 0.2525; 0.2518,melancholic,Inspired by a random playlist shuffle at midnight
image575,Man with Hat on His Head,@atmospheric_pressure,"Athens, Greece",beach,3,Third week of lockdown,🍝,0.62,-,a man with a hat on his head,hat; head; reconstruction; rendered; merchant; examine; piece; letter; composite,0.7428; 0.7323; 0.2594; 0.2584; 0.2572; 0.2553; 0.2552; 0.2545; 0.2539,warm,-
image576,Black and White Bridge,@emerald_city,"Cusco, Peru",secluded garden,23,After the last train,🍝,0.66,-,a black and white of a bridge,bridge; bridges; dock; railroad; crossing; barriers; fence; canal,0.2817; 0.2704; 0.2691; 0.268; 0.2657; 0.2637; 0.2631; 0.2616,neutral,-
image577,Man and Woman,@gray_wolf,"Sapa, Vietnam",kitchen table,11,04/07/11,☕,0.79,-,a of a man and a woman,dog; episode; drama; hygiene; dispute; enemies; bestiality,0.2651; 0.2641; 0.2632; 0.2632; 0.2613; 0.2592; 0.2588,mysterious,-
image578,Table and Chair,@right_side_up,"Rosh Hanikra, Israel",hidden alleyway,26,Midnight in April,🍷,0.66,-,a of a table and chair,chair; table; convertible; automobile; seat; steering; draw; plate,0.7404; 0.7386; 0.2523; 0.2495; 0.2481; 0.2474; 0.2458; 0.2457,neutral,-
image579,Map of City in Black,@surreal_world,"Marrakesh, Morocco",laundromat corner,29,Early spring 2005,🍝,0.7,-,a map of a city in black and white,map; city; rug; textile; pattern; carpet; tile; web; patterns; detail,0.7334; 0.7264; 0.293; 0.2893; 0.288; 0.2849; 0.2813; 0.2811; 0.2792; 0.2781,neutral,-
image58,"Hummus, Falafel, Tahini, and Kibbeh",@solar_flare,"Marrakesh, Morocco",hotel balcony,28,Early spring 2005,☕,0.87,I was bored in the office and that's what came out,"hummus, falafel, tahini, kibbeh, gefilte fish, shakshuka, baba ganoush",hummus; falafel; tahini; kibbeh; pin; menu; epinions; palestine; ppm; israeli; hebrew; pins,0.7512; 0.7331; 0.7305; 0.7232; 0.2867; 0.2788; 0.2779; 0.2705; 0.2658; 0.2652; 0.2638; 0.2636,mysterious,I was bored in the office and that's what came out
image580,Variety of Fruits and Vegetables,-,"Safed, Israel",secluded garden,23,During the blackout,🌙,0.93,-,a variety of fruits and vegetables,variety; vegetables; fruits; fruit; fig; varieties; seeds; segments; ripe; seed,0.737; 0.7284; 0.2933; 0.2835; 0.2771; 0.2653; 0.2612; 0.2608; 0.2605; 0.2567,mysterious,-
image581,Design Quilt,@emotional_landscape,"Bariloche, Argentina",seashore rocks,27,First snow of 2012,🍝,0.78,-,the design of a quilt,design; textile; catalogue; catalog; fabrics; quilt; variations; pattern,0.7331; 0.2911; 0.2877; 0.2699; 0.2688; 0.2687; 0.2658; 0.2633,mysterious,-
image582,"Cake, Ice Cream, and Pie",@lost_art,"Jaffa, Israel",airport lounge,36,04/07/11,🍝,0.88,-,"a cake, ice cream, and pie",cake; cream; ice; pie; hats; pot; madagascar; pottery; hat; heads; pan,0.7643; 0.7431; 0.7187; 0.2886; 0.2736; 0.2705; 0.268; 0.267; 0.2668; 0.266; 0.2659,neutral,-
image583,Circular Hut,@zen_garden,"Acre, Israel",dockside pier,34,My last day at work,🍷,-,-,a of a circular hut,hut; barrel; container; cart; cylinder; chair; ladder; baskets; apparatus,0.7668; 0.2956; 0.2828; 0.2819; 0.2819; 0.2814; 0.2808; 0.2784; 0.2748,mysterious,-
image584,"Man, Woman, and Dog",@ambient_sound,"Goa, India",market square,21,Full moon in March,☀️,0.86,-,"a of a man, a woman and a dog",dog; objects; cookbook; stationery; symbols; foods; various,0.7039; 0.288; 0.2861; 0.2811; 0.28; 0.2779; 0.2763,mysterious,-
image585,Spider Web with Arrow and Heart,@quartz_crystal,"Hallstatt, Austria",riverbank,20,On my sister's wedding day,☀️,0.83,Made this after seeing a weird dream,"a spider web, an arrow, and a heart",web; arrow; heart; spider; ink; stamp; inkjet; minimum; ant; spin; permalink,0.7594; 0.7294; 0.724; 0.2996; 0.2845; 0.2726; 0.2679; 0.2676; 0.2668; 0.2662; 0.2656,neutral,Made this after seeing a weird dream
image586,Palm Trees on Beach,@obsidian_void,"Acre, Israel",bus seat,7,First week of college,🍷,0.85,-,a of palm trees on the beach,beach; trees; landscape; desert; palm; bahrain; landscapes; agricultural; phillips; strand,0.7351; 0.7245; 0.2683; 0.2587; 0.2558; 0.2524; 0.2519; 0.2482; 0.2477; 0.2445,neutral,-
image587,Circle with Different Pixels,@left_field,"Haifa, Israel",empty classroom,32,The week before moving out,🍷,-,-,a circle of pixels in different colors,pixels; circle; colors; generated,0.7956; 0.7646; 0.758; 0.3106,neutral,-
image588,"Clocks, Flowers, and Clock Tower",@upside_down,"Pingyao, China",kitchen table,11,On my sister's wedding day,☀️,0.9,-,"clocks, flowers, and a clock tower in black and white",clock; flowers; tower; bookmarks; puzzles; clocks; symbols; bookmark; volumes; plants; pages,0.7476; 0.7374; 0.689; 0.2737; 0.2733; 0.2691; 0.2684; 0.2659; 0.2658; 0.2646; 0.2623,neutral,-
image589,Abstract Bird in Bowl,@mystical_path,"Montreal, Canada",bridge at dusk,31,Summer solstice,🌙,0.72,-,an abstract of a bird in a bowl,abstract; bowl; bird; pour; infant; paint; abstracts; untitled; dispute,0.7372; 0.7246; 0.7047; 0.252; 0.2497; 0.2489; 0.2459; 0.2457; 0.2433,neutral,-
image59,Pixelated Eye in Pink,@esoteric_wisdom,"Jerusalem, Israel",rain-soaked café,16,Last June,🍷,0.6,-,a pixelated eye on a pink,pink; dot; eye; generated; pixels; egg; electron; ascii; sphere,0.7291; 0.2971; 0.2867; 0.2858; 0.2802; 0.28; 0.2798; 0.2778; 0.2764,neutral,-
image590,Variety of Geometric Shapes,-,"Hoi An, Vietnam",in bed at midnight,38,15/05/23,🍝,-,I created it right after my ex dumped me,a variety of geometric shapes in black and white,shapes; variety; noise; ascii; inkjet; abstract; graphic; abstracts; puzzles; junk,0.763; 0.7414; 0.2757; 0.2751; 0.2744; 0.2743; 0.274; 0.2723; 0.2721; 0.2717,neutral,I created it right after my ex dumped me
image591,Silhouette of Man,@shadow_whisper,"Bariloche, Argentina",train window seat,22,31/12/07,🍝,0.93,-,the silhouette of a man,silhouette; person; piece; trace; ink; human; nude; proportion,0.7634; 0.2718; 0.2668; 0.2657; 0.2656; 0.2638; 0.2626; 0.2623,mysterious,-
image592,Green Praying Mantis with Red,@galaxy_whisper,"Marrakesh, Morocco",empty classroom,32,First snow of 2012,🌙,0.54,-,a green praying mantis with red eyes,mantis; eyes; aaa,0.8083; 0.6911; 0.3004,warm,-
image593,Letter T with Different Elements,@meteor_shower,"Oaxaca, Mexico",park bench,4,Just before sunrise,🌙,0.62,-,the letter t in different colors,letter; colors; tel; tri; yugoslavia; poster; slovak; theta; fraction; tab,0.752; 0.7242; 0.2713; 0.2695; 0.2685; 0.2678; 0.2676; 0.2668; 0.2656; 0.2632,mysterious,-
image594,Town Buildings by Water,-,"Oaxaca, Mexico",hotel balcony,28,During the blackout,☀️,0.59,-,a of a town with buildings and water,buildings; town; water; landscape; villages; phillips; impression; village; vincent; landscapes; mediterranean,0.7293; 0.7282; 0.6935; 0.27; 0.2635; 0.2513; 0.251; 0.2509; 0.2508; 0.2498; 0.2495,mysterious,-
image595,Square Made of Colored Pieces,@indigo_night,"Budapest, Hungary",on the rooftop,37,My last day at work,-,0.53,-,a square made up of colored beads,square; beads; dot; iii; dimensional; symbol; pattern; object; polymer; portal,0.7678; 0.7482; 0.2867; 0.2823; 0.2822; 0.2821; 0.281; 0.2805; 0.2803; 0.2799,warm,-
image596,Variety of Colorful Sea Creatures,@constellation_map,"Lisbon, Portugal",rain-soaked café,16,During the blackout,☀️,-,I made it right after my ex dumped me,a variety of colorful sea creatures,creatures; sea; variety; aquarium; reef; biodiversity; composite; aquatic; organisms; scuba; biological,0.7459; 0.7436; 0.7158; 0.2661; 0.2595; 0.2563; 0.2559; 0.2544; 0.2537; 0.2499; 0.2477,whimsical,I made it right after my ex dumped me
image597,"Red, Blue, and Yellow Abstract",@midnight_owl,"Luang Prabang, Laos",library window,30,New Year's Eve 2010,☀️,-,I found inspiration from a stranger's conversation at the café,"a red, blue and yellow abstract",abstract; turner; else; impression; liver; phillips; pour; correspondence,0.73; 0.2539; 0.2463; 0.2445; 0.2443; 0.2439; 0.2413; 0.2401,warm,I found inspiration from a stranger's conversation at the café
image598,Variety of Abstract Patterns,-,"Rome, Italy",-,1,Early morning in August,🍷,0.6,-,a variety of abstract patterns in different colors,patterns; variety; colors; organisms; biodiversity; bacteria; cells; coral; biological; bacterial; viruses,0.7498; 0.7468; 0.7402; 0.2778; 0.2722; 0.2678; 0.2625; 0.2615; 0.2588; 0.2574; 0.2559,neutral,-
image599,Blue Circles with Black Lines,@occult_art,"Luang Prabang, Laos",during traffic in my car,10,Just before sunrise,🍷,0.74,-,blue circles and black lines on a white,lines; circles; dot; configurations; abstracts; fraction; molecules; circle; forms,0.7166; 0.2658; 0.2542; 0.2485; 0.2456; 0.2452; 0.2427; 0.2424; 0.2423,neutral,-
image6,Man Standing in Front of Tent,@pearl_moon,"Kathmandu, Nepal",desert roadside,18,Blue hour in January,🍝,0.85,-,a man standing in front of a tent,front; niger; sudan; algeria; tent; ethiopia; blanket; senegal; somalia,0.705; 0.2793; 0.275; 0.2658; 0.2646; 0.2625; 0.2618; 0.2605; 0.2602,mysterious,-
image600,"Banana, Apple, and Hat",@hidden_gem,"Kibbutz Ein Gedi, Israel",backstage dressing room,25,Halloween night,🍷,0.95,-,"a banana, an apple, and a hat",hat; banana; apple; penguin; burden; infant; fisher; untitled; patient,0.7418; 0.7271; 0.7184; 0.26; 0.2587; 0.2552; 0.2513; 0.2506; 0.2505,serene,-
image601,Red and Gold Letter S,@ruby_heart,"Mitzpe Ramon, Israel",office desk corner,6,New Year's Eve 2010,🍷,0.62,-,a red with a gold letter s on it,letter; ribbon; rings; circular; loop; ring; collar; bracelet; restriction,0.7325; 0.2676; 0.2632; 0.2596; 0.2571; 0.2567; 0.2562; 0.2556; 0.2549,warm,-
image602,Hand with Person,@enigmatic_smile,"Berlin, Germany",rain-soaked café,16,Early spring 2005,🌙,0.67,-,the hand of a person with rings on it,person; rings; hand; handjobs; hands; gloves; fingers; arthritis; handy; handed,0.7211; 0.7148; 0.2821; 0.2775; 0.2775; 0.2731; 0.2687; 0.2679; 0.2639; 0.2596,neutral,-
image603,Outline of Woman’s Head,@concrete_dreams,"Rosh Hanikra, Israel",train window seat,22,My last day at work,🌙,0.82,-,the outline of a woman's head,head; belly; shaped; stomach; grows; fat; round; weight; outline,0.7229; 0.2831; 0.2793; 0.2748; 0.2748; 0.2741; 0.2738; 0.2708; 0.2694,mysterious,-
image604,Group of Sheep in Yellow,@moon_phase,"Montreal, Canada",forest clearing,35,First snow of 2012,☕,0.9,-,a group of sheep with yellow paint on them,sheep; group; paint; sun; organisms; entities; epinions; orgy; virus; sol; creatures,0.7473; 0.745; 0.7388; 0.2778; 0.2771; 0.2757; 0.2747; 0.2745; 0.273; 0.2685; 0.2681,warm,-
image605,Ink Calligraphy in White,@zen_garden,"Masada, Israel",in bed at midnight,38,Early spring 2005,☀️,0.71,-,"ink, and calligraphy on a white",calligraphy; ink; flowers; banner; raid; paint; flower; cleanup; inkjet; oils,0.7545; 0.7365; 0.2558; 0.2548; 0.2544; 0.2542; 0.2537; 0.2536; 0.2508; 0.2494,minimal,-
image606,"Fish, Flowers, and Other Colors",@silver_lining,"Folegandros, Greece",attic room,12,Third week of lockdown,-,0.98,-,"fish, flowers, and other colorful objects",fish; flowers; objects; pixels; quilt; beads; textile; puzzles; puzzle; rug,0.7287; 0.7248; 0.7207; 0.2593; 0.2535; 0.2506; 0.2496; 0.2482; 0.2481; 0.2467,whimsical,-
image607,Variety of Cartoon Characters,@deep_thoughts,"Marrakesh, Morocco",train window seat,22,Worst birthday I've ever had,☕,0.61,-,a variety of cartoon characters,characters; variety; cartoon; robots; stickers,0.7809; 0.7499; 0.7264; 0.3023; 0.3016,neutral,-
image608,"Fire, Flames, and Smoke",@creative_spirit,"Barcelona, Spain",museum hallway,33,04/07/11,🍝,0.79,-,"fire, flames, and smoke",fire; flames; log; cleanup; fireplace; firewire; fires; logs; filename; forge,0.7555; 0.7371; 0.2746; 0.2726; 0.2717; 0.2691; 0.268; 0.2663; 0.2605; 0.2599,minimal,-
image609,"Man, Woman, and Dog",@beryl_light,"Marrakesh, Morocco",by the fireplace,13,New Year's Eve 2010,☀️,0.89,-,"a of a man, a woman and a dog",dog; entities; scanned; notes; creatures; draws; designs,0.7117; 0.2743; 0.2738; 0.271; 0.2685; 0.2676; 0.2669,serene,-
image61,Woman with Long Black Hair,@white_rabbit,"Vancouver, Canada",beach,3,Worst birthday I've ever had,☕,0.72,-,a of a woman with long hair and a black and white striped pattern,pattern; hair; hardcover; pages; stationery; planner; bookmark; prints; patterns,0.7507; 0.6883; 0.2611; 0.2588; 0.258; 0.258; 0.2557; 0.2549; 0.2537,neutral,-
image610,Man on Top of Rock,@heliodor_sun,"Nara, Japan",desert roadside,18,During the blackout,🍷,0.72,-,a man on top of a rock with a bird in the sky,bird; top; rock; flyer; geological; poster; brochure; tsunami; advertisement; reprint,0.721; 0.716; 0.7102; 0.2657; 0.2575; 0.2574; 0.2571; 0.254; 0.2519; 0.2512,mysterious,-
image611,Pig,@yellow_bird,"Caesarea, Israel",hidden alleyway,26,The day we met,🍝,0.82,-,a of a pig on a of,pig,0.3086,neutral,-
image612,Hand Holding Pen with Handwriting,@ruby_heart,"Safed, Israel",during traffic in my car,10,Full moon in March,☕,0.5,-,"a of a hand holding a pen, a handwritten note, and the words'it happens again",note; hand; pen; wordsit; passport; wallet; thongs; issued; calendars; card; visa,0.7403; 0.7399; 0.73; 0.7209; 0.2787; 0.2747; 0.2691; 0.2682; 0.2673; 0.266; 0.2627,neutral,-
image613,Man Crying in Front of Group,@aquamarine_wave,"Acre, Israel",balcony at sunset,14,During the blackout,🍷,0.58,-,a man crying in front of a group of people,group; front; cry; pain; suffering; depression; suffer; upset; tear; anymore,0.7135; 0.687; 0.268; 0.2643; 0.2634; 0.262; 0.2609; 0.2597; 0.2587; 0.2577,mysterious,-
image614,"Stars, Flowers, and Constellations",@infinite_loop,"Kathmandu, Nepal",hotel balcony,28,Midnight in April,☕,0.82,-,"stars, flowers, and constellations",constellations; flowers; stars; detail; textile; quilt; star; starsmerchant; web; pattern,0.8039; 0.746; 0.2899; 0.2867; 0.2807; 0.2748; 0.2706; 0.2684; 0.2678; 0.2676,serene,-
image615,Black and White Nut,@front_line,"Jerusalem, Israel",abandoned warehouse,17,The hottest day of the year,🍷,-,-,a black and white of a nut,nut; seed,0.7454; 0.3001,neutral,-
image616,Different Types of Windows,@constellation_map,"Marrakesh, Morocco",during traffic in my car,10,Summer solstice,🌙,0.73,-,different types of windows,windows; types; housewares; containers; objects; structures; furniture; rooms; designs,0.7726; 0.7461; 0.2843; 0.2789; 0.2785; 0.2779; 0.2772; 0.2747; 0.2745,mysterious,-
image617,Jellyfish Swimming in Ocean,@heliodor_sun,"Siwa Oasis, Egypt",kitchen table,11,The hottest day of the year,☀️,1.0,-,a jellyfish swimming in the ocean,swimming; ocean; restoration; reconstruction; coral; biological; verzeichnis; receptor; stem; membrane,0.7351; 0.7325; 0.2675; 0.2665; 0.2648; 0.2645; 0.2644; 0.2629; 0.2592; 0.2584,mysterious,-
image618,Beetle Bug,-,"Acre, Israel",under the old oak tree,15,31/12/07,🌙,0.59,-,a of a beetle and a bug,beetle; bugs; insects; frog; bee; buzz; bug; organisms; crop,0.7912; 0.2861; 0.2808; 0.2794; 0.2638; 0.2564; 0.2552; 0.253; 0.2522,neutral,-
image619,Book with Teeth,@sublime_vision,"Masada, Israel",museum hallway,33,One rainy afternoon,🌙,0.95,-,a book with teeth on the cover,book; teeth; tooth; smilies; dental; smile; mouth; dentists; grill,0.7578; 0.2971; 0.2899; 0.2812; 0.2796; 0.2794; 0.2747; 0.2666; 0.2651,mysterious,-
image620,Shape of Cats,@spinel_heart,"Fez, Morocco",airport lounge,36,The festival weekend,🍝,0.76,-,"the shape of the cat's head, ears, and tail",ears; shape; head; worldcat; kitty; chat; tail; cats; titten; kits,0.7613; 0.7381; 0.7289; 0.2859; 0.2821; 0.2754; 0.2713; 0.2712; 0.2699; 0.2697,serene,-
image621,Eye and Bird,@atmospheric_pressure,"Fez, Morocco",train window seat,22,On my sister's wedding day,☕,0.57,-,a of an eye and a bird,bird; eye; encyclopedia; observer; publication; correspondence; bibliography; birds; catalogue,0.7442; 0.2677; 0.2563; 0.2539; 0.2533; 0.2516; 0.2504; 0.2502; 0.2502,neutral,-
image622,Knight Riding a Horse,@golden_hour,"Zanzibar, Tanzania",bus seat,7,21/09/99,🌙,0.68,-,a knight riding on a horse,horse; knight; armor; vector; defend; defence; markers; ranger; viii,0.7237; 0.2937; 0.2868; 0.2765; 0.275; 0.2747; 0.2744; 0.2734; 0.273,serene,-
image623,House on Top of Cliff,@emotional_landscape,"Folegandros, Greece",riverbank,20,First snow of 2012,🍝,0.58,-,a house on top of a cliff,cliff; house; top; canyon; cottage; valley; backgrounds; study; environments; thumbnail,0.7608; 0.7403; 0.707; 0.2806; 0.2692; 0.2684; 0.2678; 0.2669; 0.2665; 0.2659,neutral,-
image624,Bouquet in Orange and Yellow,@feeling_tone,"Caesarea, Israel",backstage dressing room,25,Autumn equinox,-,0.84,-,a bouquet of orange and yellow flowers,bouquet; defense; flowers; orange; defence; flower; defend; floral; variation,0.7584; 0.2855; 0.2852; 0.2851; 0.2849; 0.2808; 0.2683; 0.268; 0.2674,warm,-
image625,Various Types of Shells,@underground_rail,"Prague, Czech Republic",museum hallway,33,Halloween night,☕,0.53,-,various types of shells,shells; types; shell,0.8427; 0.7632; 0.3192,mysterious,-
image626,Color and Shape,@amethyst_sky,"Jaffa, Israel",bus seat,7,During the blackout,☀️,0.75,-,"color, shape, and",color; shape; fish; trout; adolescent; juvenile; pike; reconstruction; salmon; permalink,0.7293; 0.7096; 0.2929; 0.2691; 0.269; 0.2647; 0.2601; 0.2601; 0.259; 0.2587,serene,-
image627,Two Men in Armor Standing,@left_field,"Eilat, Israel",bridge at dusk,31,Middle of summer,🍷,0.96,-,two men in armor standing next to each other,armor; men; knights,0.7893; 0.7446; 0.3072,serene,-
image628,Two Naked Women in Black,@opal_dream,"New York, USA",under the old oak tree,15,First snow of 2012,-,0.73,-,a of two naked women on a black,women; flowers; detail; heads; butts; breasts; organisms; variation; pair,0.7099; 0.2614; 0.2607; 0.2533; 0.2489; 0.2485; 0.2474; 0.2458; 0.2457,dark,-
image629,Head of an Owl,@moon_phase,"Athens, Greece",abandoned warehouse,17,Winter of '98,-,0.89,-,the head of an owl with stars,owl; stars; head; hawk; symbol; bird; eagle; griffin; reconstruction; crest; birds,0.8128; 0.7478; 0.7473; 0.2718; 0.2709; 0.2708; 0.2689; 0.2656; 0.2656; 0.2648; 0.2633,serene,-
image630,"Color, Shape, and Form",@aquamarine_wave,"Jaffa, Israel",on the rooftop,37,Midsummer night,🍝,0.83,-,"color, shape, and form",shape; color; form; cow; buffalo,0.7353; 0.7342; 0.7336; 0.3143; 0.3007,serene,-
image631,Two Cell Phones and Cat,@calm_ocean,"Dead Sea, Israel",candlelit room,24,Midnight in April,☕,0.88,-,two cell phones and a cat,cell; phone; telephone; starsmerchant; sms; telecom; phones; call; stickers,0.7415; 0.2855; 0.2803; 0.2745; 0.2728; 0.2718; 0.2712; 0.2707; 0.2703,serene,-
image632,Rubber Stamp with Fish,@tranquil_forest,"Hoi An, Vietnam",secluded garden,23,New Year's Eve 2010,🌙,-,Made it while microdosing and laying on the grass near a supermarket,a rubber stamp with fish on it,stamp; rubber; fish; bookmarks; bookmark; tapes; lenses; objects; inkjet,0.7372; 0.725; 0.2813; 0.2756; 0.2671; 0.2646; 0.2643; 0.2621; 0.2615,neutral,Made it while microdosing and laying on the grass near a supermarket
image633,Man Walking in Snow,@mystical_path,"Cusco, Peru",library window,30,Winter break,☀️,0.86,-,a man walking in the snow with an umbrella,umbrella; rain; ana; vendor; snow; hat; winter; precipitation; stranger,0.7939; 0.2784; 0.2759; 0.2714; 0.2677; 0.2625; 0.2625; 0.2612; 0.26,surreal,-
image634,Pep Plant with Words “You”,@morganite_blush,"Mitzpe Ramon, Israel",seashore rocks,27,The day the power went out,☕,0.62,-,a pea plant and the words you have time,plant; pea; time; seed; grow; leaf; seeds; tear; growth; patrol; expects,0.7492; 0.7385; 0.7117; 0.2651; 0.2624; 0.2599; 0.2572; 0.2549; 0.2548; 0.254; 0.2532,serene,-
image635,Two Hedgehogs with Flowers,@amber_glow,"Toronto, Canada",mountain lookout,19,Winter break,🍷,0.57,-,two hedgehogs with flowers on them,hedgehogs; flowers; flower; plants; pins; plant; attempts; grows,0.7606; 0.2879; 0.287; 0.2831; 0.283; 0.2826; 0.2819; 0.2817,neutral,-
image636,Large Bird,@eternal_flame,"New Orleans, USA",laundromat corner,29,Midsummer night,🌙,0.82,-,a of a large bird,bird; chick; chicken; nest; birds; permalink; fat; guinea,0.299; 0.2919; 0.2798; 0.2778; 0.2752; 0.2749; 0.2736; 0.2697,mysterious,-
image637,Black and White Dead,@emotional_landscape,"Acre, Israel",by the fireplace,13,One rainy afternoon,☕,0.84,-,a black and white of a dead tree on a yellow,branch; tree; branches; yellow; oak; trees; root; ent,0.2956; 0.2924; 0.2854; 0.2764; 0.2743; 0.2743; 0.2723; 0.272,neutral,-
image638,Red Fruits Hanging,@right_side_up,"Ubud, Indonesia",school hallway,5,Summer solstice,☀️,0.6,-,red fruits hanging from a tree branch,branch; tree; fruits; fruit; fig; leaves; cherry; berry; plant; tomatoes,0.7533; 0.7464; 0.2892; 0.2859; 0.266; 0.2639; 0.2598; 0.2589; 0.2582; 0.2577,warm,-
image639,"Flowers, Birds, Butterflies, and Leaves",@constellation_map,"Tiberias, Israel",train window seat,22,Night of the eclipse,🍷,0.56,-,"flowers, birds, butterflies, and leaves",flowers; butterflies; leaves; birds; plants; gardens; pages; decorative; attempts,0.7517; 0.7393; 0.736; 0.7258; 0.2712; 0.2664; 0.2657; 0.2623; 0.2618,neutral,-
image64,Two Lemons in Water,@serene_waters,"Kibbutz Ein Gedi, Israel",beach,3,First week of college,🍷,0.95,-,a of two lemons in the water,lemons; water; sea; lemon; banana; boats; swimming; yellow; boat; swim,0.7967; 0.7685; 0.288; 0.288; 0.2864; 0.2863; 0.2817; 0.2815; 0.2815; 0.2808,warm,-
image640,"Bridge, Trees, and Train",@esoteric_wisdom,"Marrakesh, Morocco",train window seat,22,Midsummer night,🌙,0.85,-,"a bridge, trees, and a train",bridge; train; landscape; landscapes; forests; logging; trees; forestry; gras; terrain,0.7352; 0.7296; 0.263; 0.2622; 0.262; 0.2601; 0.2582; 0.2565; 0.2563; 0.254,mysterious,-
image641,Variety of Frogs and Toads,@cryptic_message,"Hallstatt, Austria",bus seat,7,Summer solstice,-,-,-,a variety of frogs and toads,frogs; toads; variety; frog; biodiversity; ecology; creatures; stickers; prints; animals,0.8016; 0.7813; 0.733; 0.2762; 0.2747; 0.2524; 0.2523; 0.2515; 0.2506; 0.2505,mysterious,-
image642,Concept: I Don’t,@stellar_wind,"Montreal, Canada",-,1,Worst birthday I've ever had,☀️,0.72,-,the concept of i don't want a freaking job,concept; freaking; internship; applicant; job; hiring; employment; careers; hire; jobs,0.7264; 0.722; 0.2861; 0.2775; 0.2766; 0.2749; 0.2742; 0.2717; 0.2712; 0.27,serene,-
image643,Woman Standing in Front of Bed,@nebula_dream,"Takayama, Japan",airport lounge,36,New Year's Eve 2010,🍷,0.84,-,a woman standing in front of a bed,front; bed; pathology; patient; sublimedirectory; infections; veterinary; infant; patients; appendix,0.7031; 0.6953; 0.2604; 0.2558; 0.2535; 0.2503; 0.2496; 0.2489; 0.2485; 0.2485,serene,-
image644,Pencil Drawing of Cow’s Head,@citrine_glow,"Rosh Hanikra, Israel",train window seat,22,Midsummer night,☕,0.83,-,a pencil of a cow's head with a knife,head; knife; cow; gnu; pig; buffalo; horse; elephant; viking; doe,0.7528; 0.7331; 0.2727; 0.2717; 0.2715; 0.2686; 0.2679; 0.2667; 0.2666; 0.2665,mysterious,-
image645,Pansy Flower,@lunar_tide,"Nazareth, Israel",laundromat corner,29,First snow of 2012,-,-,-,"pansies, and a of a flower",pansies; flowers; flower; poems; bloom; remarks; bouquet; plant,0.8065; 0.2661; 0.2605; 0.2603; 0.2541; 0.2537; 0.2533; 0.2524,mysterious,-
image646,Young Girl Using Computer,@ruby_heart,"Venice, Italy",on the rooftop,37,Worst birthday I've ever had,🍝,0.72,-,a young girl using a computer,girl; computer,0.7509; 0.3015,mysterious,-
image647,Fish with Word “Tunwritten”,@underground_rail,"Zanzibar, Tanzania",school hallway,5,The day the power went out,🍝,0.95,-,a of a fish with the word tuna written on it,tuna; word; fish,0.7707; 0.68; 0.3007,mysterious,-
image648,Woman in Bikini,@planet_blue,"Caesarea, Israel",toilet,2,New Year's Eve 2010,🍷,0.52,-,a of a woman in a bikini,bikini; banana; nudity; marilyn; draw; card; postcard; preliminary,0.7227; 0.2641; 0.2625; 0.258; 0.2573; 0.2572; 0.2547; 0.2546,mysterious,-
